ECAL,eH0_11,eH1_11,eH2_11,mpST11,mpST12,strawSelection,index
7.557133323643309,4.2875022958447255,4.576781397308266,5.506201281508247,0.0,0.0,-30.0,2965
8.909423499382331,5.594309502454933,4.639822463386892,5.3982365504982806,0.0,0.0,-30.0,2972
9.44310445127206,7.062632206511346,5.118934565584452,1.8114082647227565,0.0,0.0,-30.0,2974
6.245205670567795,6.445936670807653,5.938468424606593,4.342581402845283,0.0,0.0,-30.0,2986
4.641269107907511,4.860148150426727,3.971587162953454,3.059000711949026,1.0,0.0,10.0,2992
7.794417249434723,5.036346874913496,3.933762523306278,2.735106518919129,0.0,0.0,-30.0,2995
3.322707665098527,5.432794005008727,3.984195376169179,2.5791574630158456,1.0,1.0,10.0,3004
10.667075317267068,3.788272576465545,6.077158769979571,0.29990203058323783,0.0,0.0,-30.0,3032
3.201469955498449,9.617513711569504,4.29940070656231,3.3589027425322637,0.0,0.0,-30.0,3035
7.283492393362762,5.212545599400266,5.156759205231627,0.5998040611664757,0.0,0.0,-30.0,3081
7.415418606041468,5.9760734055096005,5.698912373507813,5.362248306828293,0.0,0.0,-30.0,3084
5.352038558943857,4.434334566250367,5.648479520644912,5.8061033120914844,0.0,0.0,-30.0,3095
4.579648056618522,6.2256882651991905,5.862819145312241,5.206299250925008,0.0,0.0,-30.0,3103
6.784932040708155,5.653042410617189,5.030677073074375,6.106005342674722,0.0,0.0,-30.0,3124
8.090168353312569,7.165414795795295,5.30805776382033,1.703443533712791,0.0,0.0,-30.0,3126
6.0514703842906785,5.785191453982266,4.148102147973607,4.474538296301908,0.0,0.0,-30.0,3146
6.7563898562293865,6.1082224488746775,3.6059489796974216,2.003345564296029,2.0,1.0,20.0,3148
7.09872207508119,6.9598496172273965,10.515249821914859,0.0,0.0,0.0,-30.0,3184
5.946927848623238,7.767427104458424,5.030677073074375,4.858412895448453,0.0,0.0,-30.0,3190
6.745564268640076,3.788272576465545,6.02672591711667,6.285946561024665,1.0,1.0,-10.0,3192
8.844482071430342,4.816098469305034,4.992852433427199,5.67414641863486,0.0,0.0,-30.0,3198
5.349193522144297,3.9204216198306225,5.749345226370714,5.482209119061587,0.0,0.0,-30.0,3239
7.9440844949034926,6.534036033051037,5.371098829898957,5.18230708847835,0.0,0.0,-30.0,3268
4.680990223714114,7.238830930998115,4.412874625503838,2.9390398997157305,0.0,0.0,-30.0,3271
6.237218123824764,6.387203762645396,4.564173184092541,3.059000711949026,0.0,0.0,-30.0,3276
10.139769053711639,9.969911160543043,2.118179820241842,3.5628361233288652,0.0,0.0,-30.0,3282
5.574077462357633,7.444396109566013,6.001509490685219,6.249958317354676,0.0,1.0,-30.0,3316
6.5474438006749125,5.667725637657753,4.80372923519132,5.722130743528178,0.0,0.0,-30.0,3345
9.023636186097049,8.545638137608323,4.589389610523991,6.058021017781404,2.0,0.0,20.0,3356
9.521296689638465,7.047948979470782,4.639822463386892,4.3065931591752955,0.0,0.0,-30.0,3392
3.3879931811954846,4.845464923386162,4.29940070656231,2.4232084071125617,1.0,0.0,10.0,3401
9.189918144502716,4.037887436155136,5.30805776382033,1.355557178236235,0.0,0.0,-30.0,3432
3.89865307171931,6.049489540712421,5.850210932096516,5.026358032575066,1.0,1.0,-10.0,3441
2.473144703971975,5.946706951428472,7.32537187833637,4.534518702418556,0.0,0.0,-30.0,3478
11.683512787240039,7.928942601904629,3.631165406128872,1.799412183499427,0.0,0.0,-30.0,3560
3.692789372965848,5.153812691238009,5.951076637822318,5.146318844808361,0.0,0.0,-30.0,3561
1.6753340010195406,6.813017346821756,5.106326352368726,5.458216956614929,0.0,0.0,-30.0,3564
7.7666065131210305,5.685058806884989,3.3035286277566165,4.280541149073108,0.0,0.0,-30.0,3581
8.96611109569459,3.379129341847455,4.085279677073068,2.9819500139610415,1.0,0.0,10.0,3583
4.0396339711052205,5.453015590277438,5.245297363155544,3.6192215895252966,0.0,0.0,-30.0,3670
6.089352672402997,3.9302319812903876,7.640986062673701,5.7474681720700715,0.0,0.0,-30.0,3681
1.563075690637521,8.179523385416157,4.942684053742724,5.831636116012521,2.0,2.0,20.0,3698
3.99707807042108,6.8597775909607135,3.35396417932542,4.761500828744244,0.0,0.0,-30.0,3730
4.992459543686682,4.611858930075067,3.6691863766304404,5.675324220119402,0.0,0.0,-30.0,3762
5.3766308543200605,6.816269487846798,6.632275031297635,7.887738746606626,1.0,1.0,-10.0,3787
9.474805104260323,4.017248187518219,4.602244080653302,2.7895661420925872,0.0,0.0,-30.0,3807
8.095964970823733,5.699561507922961,3.0009153183437967,3.823629453385529,1.0,1.0,-10.0,3818
5.401717885892996,5.2499777757458315,10.175372529006067,5.5430603082098395,0.0,0.0,-30.0,3840
7.6483896612131925,5.511026394429326,3.833101919229051,3.150285901845939,0.0,0.0,-30.0,3851
7.945801817142586,4.988929157062337,4.287021883348281,2.056102630594105,0.0,0.0,-30.0,3867
6.315475631750476,5.960610126606455,7.7292482779191065,3.1983818698130526,1.0,1.0,10.0,3875
6.910987296471403,3.8722211771385,6.153137291394003,7.502971002869717,1.0,1.0,10.0,3914
6.921426717937198,6.714750580580994,3.3035286277566165,2.056102630594105,1.0,0.0,10.0,3953
8.720362484311257,6.033123631796315,6.657492807082036,0.0,0.0,0.0,-30.0,3954
4.027629290637604,6.468204662935472,4.993119605311527,3.6192215895252966,0.0,1.0,-30.0,3955
6.041187082828767,6.337680353593725,4.3878929864858875,2.296582470429673,0.0,0.0,-30.0,3999
7.724373862614035,5.583539899619185,8.763177085079574,2.236462510470781,0.0,0.0,-30.0,4000
6.179574483069334,4.945421053948421,6.165746179286204,5.194364540448266,0.0,0.0,-30.0,4008
4.236383437522605,5.119453466404084,5.131817372125736,5.158292564472931,1.0,0.0,-10.0,4080
5.564904364845457,10.964041984706764,7.905772708409918,2.5490863022570194,1.0,1.0,10.0,4102
8.126758490905393,3.3671703066152046,5.073937818920859,4.475404054827944,0.0,0.0,-30.0,4144
7.014196702732874,5.932633397369646,4.316633666843119,0.0,1.0,0.0,10.0,4164
9.227306458959577,5.451609067853188,7.648771935985176,3.765595347207383,0.0,0.0,-30.0,4234
7.066597232228441,3.804465151630166,4.379742346182931,4.655863895748426,0.0,0.0,-30.0,4242
10.35998193038833,4.6936313364939215,4.455472761390705,1.6602305364684309,0.0,0.0,-30.0,4243
5.660870108521306,4.810243295164578,6.53805917960449,4.234790933600635,1.0,1.0,-10.0,4255
7.577345495933259,5.88890391286815,5.338994272148068,9.937321906687854,0.0,1.0,-30.0,4285
8.660500924950117,4.518713398487937,5.831241970998599,2.694866957745859,0.0,0.0,-30.0,4302
5.956559946517368,7.30282391174986,6.32348966984913,7.110117732266976,0.0,0.0,-30.0,4323
2.7097187315918507,6.967564530571722,7.408958954493891,5.8228375337008735,0.0,0.0,-30.0,4335
4.863041123023389,5.655679995526837,5.414724687355842,6.785290018610109,2.0,1.0,20.0,4337
5.722429432626522,5.232961645345707,6.954576463247247,6.159695903419106,0.0,0.0,-30.0,4388
8.858384094734994,5.699409480028333,5.376859479751955,4.174637653293808,0.0,0.0,-30.0,4466
10.347760699367159,5.8743274180343175,4.127307628823684,2.863296142604975,0.0,0.0,-30.0,4492
10.820872484291598,3.8190416464639982,5.18753344173252,3.4527982896118816,0.0,0.0,-30.0,4496
7.040984343957598,7.3757063859190195,2.890377513763375,2.622683021377666,0.0,0.0,-30.0,4497
6.554768022467704,6.923835046070225,5.679781140583051,3.488890257795978,0.0,0.0,-30.0,4519
9.987419696311296,5.7722919541974935,6.045811480753959,0.0,0.0,0.0,-30.0,4524
7.31580018741483,5.043467212505891,5.906972386206373,3.4167063214277853,1.0,1.0,10.0,4529
8.592410642462127,6.6906111287289125,3.9253598549362865,3.7535646911460177,1.0,0.0,-10.0,4547
7.231133818714,9.984898961174958,5.667159404715089,3.380614353243689,0.0,0.0,-30.0,4555
6.120780864924033,7.069599994408547,4.821503101561612,5.389733915491718,0.0,0.0,-30.0,4556
9.081539541441604,5.816021438698989,2.6884297398759776,3.4768596017346125,0.0,0.0,-30.0,4565
7.88915824102816,4.5624428829894335,4.518581440730516,6.1476652473577404,0.0,0.0,-30.0,4571
7.656265890276822,5.757715459363661,5.477833366695654,6.67701411405782,1.0,0.0,-10.0,4576
7.200658107792806,3.5566647394550213,6.298246198113206,2.3820699001503574,0.0,0.0,-30.0,4577
6.947242321447914,6.31162226304928,4.720529214617914,1.720383816775258,0.0,0.0,-30.0,4579
7.255985545686137,5.043467212505891,4.392364082050893,4.066361748741519,0.0,0.0,-30.0,4583
3.565482159184965,8.920814838305217,7.106037293662795,3.8016873153914794,0.0,0.0,-30.0,4596
5.440173884760001,4.285489481146624,7.106037293662795,11.308816697683515,0.0,1.0,-30.0,4598
6.801224383882287,7.885883705103142,3.3321382691420567,2.105364810738952,0.0,0.0,-30.0,4603
8.804210034808946,4.6936313364939215,3.937981590804249,2.7670508941140515,0.0,0.0,-30.0,4605
8.244725289457845,4.722784326161586,5.793376763394712,7.0499644519601485,0.0,0.0,-30.0,4617
10.10672766081545,4.970584738336731,4.329255402711081,4.270882901784732,0.0,0.0,-30.0,4630
9.451962496265649,4.883125769333738,5.414724687355842,3.0437559835254566,1.0,0.0,-10.0,4663
8.547650237782303,3.789888656796334,7.005063406719096,2.8993881107890713,0.0,0.0,-30.0,4680
3.8815537874047554,7.754695251598653,5.40210295148788,3.5610741941641706,0.0,1.0,-30.0,4703
7.322444874233554,7.696389272263325,4.771016158089763,4.246821589662001,0.0,0.0,-30.0,4711
7.0650510216986175,6.6906111287289125,4.240903251635345,2.4061312122730882,0.0,0.0,-30.0,4714
5.069896042686208,10.014051950842621,4.518581440730516,2.4422231804571846,0.0,0.0,-30.0,4730
6.905548590416097,7.667236282595661,5.061316083052897,5.895021470069066,0.0,0.0,-30.0,4751
2.3603361099092774,7.448588860088179,4.632177063542177,5.786745565516777,0.0,0.0,-30.0,4860
3.6586229434494855,5.853075920400222,5.134017575840426,1.4711647167377522,0.0,0.0,-30.0,4905
7.09696428696419,5.356805144106936,6.029632435507921,2.689096162561629,0.0,0.0,-30.0,4965
7.545738984155396,7.239714854160873,3.5193879696793093,2.701154889748004,0.0,1.0,-30.0,4978
4.941801135165824,6.130403707152352,6.408061249451932,4.377317968654132,0.0,0.0,-30.0,4982
7.895999422357771,5.677921528767298,4.150102659585995,2.580567617884254,1.0,1.0,-10.0,4997
6.492660112115214,4.6707837768779825,6.67296141921274,5.342016143564133,0.0,0.0,-30.0,5012
4.1762280798047335,8.757719581646217,3.4689307944867744,3.497030884048755,1.0,0.0,-10.0,5022
2.6704175721936645,8.422006997683113,5.815189440939647,5.6314255960371336,1.0,0.0,-10.0,5036
5.535743722690402,4.845938168510907,7.152304583541822,3.846733972453631,0.0,1.0,-30.0,5109
4.051247524298135,5.53195953573986,4.793431643290815,3.521148338421505,0.0,0.0,-30.0,5116
3.1353883581719573,4.320474993612134,7.038775939358619,3.9190863355718806,0.0,0.0,-30.0,5122
4.664459291613241,5.721710126675529,1.9552155387107273,2.4117454372750036,1.0,0.0,10.0,5127
3.2539555404870066,5.429786140620655,4.970031756464687,6.125833410678509,2.0,2.0,20.0,5138
6.345470772191337,5.021092560143831,4.515917179731874,3.5573245199806305,0.0,0.0,-30.0,5153
1.653357103216383,5.896864518308453,6.77387576959781,5.727895413528134,0.0,0.0,-30.0,5164
5.210478657048009,4.3642635915203645,4.793431643290815,2.9785056150346296,0.0,0.0,-30.0,5174
8.521222290690998,6.699655479959356,4.225788422374798,2.580567617884254,1.0,0.0,-10.0,5178
9.09891838790584,4.685379976180727,5.007874637859088,2.134394711988378,0.0,0.0,-30.0,5221
3.079711366032894,6.028230312033147,6.029632435507921,5.414368506682383,0.0,0.0,-30.0,5278
4.229063202447951,6.43692389250997,5.348460570408699,5.522897051359758,0.0,1.0,-30.0,5279
3.342238068850173,5.079477357354806,4.679902999107612,2.689096162561629,0.0,0.0,-30.0,5311
4.192011850276792,7.166733857647154,7.303676109119427,3.7623228821490056,0.0,1.0,-30.0,5371
7.841199861116536,8.01331341720629,2.9391304549651576,3.5693832471670053,0.0,0.0,-30.0,5392
5.713729339397274,9.137220763517554,2.8886732797726227,1.977631258565503,0.0,0.0,-30.0,5405
5.5623148685427495,7.502446441610259,4.553760061126274,2.8338008887981294,0.0,0.0,-30.0,5426
9.115553124829086,6.130403707152352,4.150102659585995,2.134394711988378,0.0,0.0,-30.0,5427
6.3916781397995335,5.517363336437117,5.802575147141513,5.342016143564133,0.0,0.0,-30.0,5446
10.976609775909115,3.1965676473008693,5.096174694446025,2.5202739819523785,0.0,0.0,-30.0,5453
8.325379216599726,4.1453206019792095,4.654674411511344,7.283471220570511,0.0,0.0,-30.0,5456
5.502389249372639,6.480712490418201,3.935659665017722,3.5452657927942552,0.0,0.0,-30.0,5462
5.989268776984291,5.240035549684986,4.9321888750702865,3.1955627043893795,0.0,0.0,-30.0,5487
6.878030771353998,3.7658194201078734,5.096174694446025,3.846733972453631,0.0,0.0,-30.0,5494
8.740507394811974,5.429786140620655,4.894345993675885,3.798499063708131,0.0,0.0,-30.0,5552
3.9579498990489097,5.896864518308453,6.23146113627806,5.426427233868758,0.0,0.0,-30.0,5577
5.817932326560832,4.933515364327369,5.701660796756443,6.837298314674635,1.0,1.0,-10.0,5581
3.799265522467464,7.129157111556442,7.775935104928827,4.908992824720892,2.0,1.0,20.0,5689
7.3695421581120755,5.325043883325831,5.583045788465916,3.111843117390639,0.0,0.0,-30.0,5690
9.00284987122421,3.79736735942088,6.162775147990594,2.9791676356414256,0.0,0.0,-30.0,5714
2.799208543006592,7.3764952154267664,5.570442976302337,4.293861045701812,0.0,0.0,-30.0,5728
9.452304890895382,8.845974538421054,3.7430352125832442,2.5811411903937858,0.0,0.0,-30.0,5737
7.386099955390886,4.393888668755194,4.171530826144962,2.9429834133461856,0.0,0.0,-30.0,5762
6.020927997575563,5.950663793115479,4.80167143432396,4.2697382308383185,1.0,1.0,-10.0,5764
5.078423504808261,7.28919941406077,6.515653888570832,2.315790226895359,0.0,0.0,-30.0,5784
5.2689806689132,5.616029887879156,6.767710131842431,1.929825189079466,0.0,0.0,-30.0,5795
